date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:03	14935/14935	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2017%20Nov%202024%2022:07:29%20GMT	https://federalcapital1bank.com/public/theme/cust2/js/custom.js	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/js/custom.js	(from https://federalcapital1bank.com/)
11:21:04	133034/133034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400.eot	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:04	133034/133034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400d41d.eot?	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400d41dd41d.eot	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:05	76548/76548	---M--	200	added ('OK')	font/woff2	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400.woff2	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:06	89824/89824	---M--	200	added ('OK')	font/woff	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400.woff	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:06	132728/132728	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400.ttf	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:06	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400.eot	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:07	715890/715890	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-brands-400.svg	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:07	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400d41d.eot?	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400d41dd41d.eot	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
11:21:07	13600/13600	---M--	200	added ('OK')	font/woff2	date:Sun,%2017%20Nov%202024%2022:07:24%20GMT	https://federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/bank%20investment/federalcapital1bank.com/public/theme/cust2/fonts/fa-regular-400.woff2	(from https://federalcapital1bank.com/public/theme/cust2/css/font-awesome/all.min.css)
